id,parent_id,branch_code,branch_name,branch_level,province,city,address,service_phone,branch_status,opened_at,closed_at,created_at,updated_at
36,32,SB029,南京北区支行,sub_branch,江苏省,南京市,南京市北区路 522 号,025-95589029,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
37,32,SB030,南京南区支行,sub_branch,江苏省,南京市,南京市南区路 540 号,025-95589030,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
38,1,BR007,成都分行,branch,四川省,成都市,成都市成都金融中心 7 号,028-95588007,active,2018-01-01 00:00:00,,2018-01-01 00:00:00,2026-01-01 00:00:00
39,38,SB031,成都中心支行,sub_branch,四川省,成都市,成都市中心路 558 号,028-95589031,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
40,38,SB032,成都东区支行,sub_branch,四川省,成都市,成都市东区路 576 号,028-95589032,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
41,38,SB033,成都西区支行,sub_branch,四川省,成都市,成都市西区路 594 号,028-95589033,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
42,38,SB034,成都北区支行,sub_branch,四川省,成都市,成都市北区路 612 号,028-95589034,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
43,38,SB035,成都南区支行,sub_branch,四川省,成都市,成都市南区路 630 号,028-95589035,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
44,1,BR008,武汉分行,branch,湖北省,武汉市,武汉市武汉金融中心 8 号,027-95588008,active,2019-01-01 00:00:00,,2019-01-01 00:00:00,2026-01-01 00:00:00
45,44,SB036,武汉中心支行,sub_branch,湖北省,武汉市,武汉市中心路 648 号,027-95589036,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
46,44,SB037,武汉东区支行,sub_branch,湖北省,武汉市,武汉市东区路 666 号,027-95589037,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
47,44,SB038,武汉西区支行,sub_branch,湖北省,武汉市,武汉市西区路 684 号,027-95589038,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
48,44,SB039,武汉北区支行,sub_branch,湖北省,武汉市,武汉市北区路 702 号,027-95589039,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
49,44,SB040,武汉南区支行,sub_branch,湖北省,武汉市,武汉市南区路 720 号,027-95589040,active,2015-01-01 00:00:00,,2015-01-01 00:00:00,2026-01-01 00:00:00
50,3,OT001,上海中心营业部,outlet,上海市,上海市,上海市中心街 7 号,400-880001,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
51,3,OT002,上海中心社区网点,outlet,上海市,上海市,上海市中心街 14 号,400-880002,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
52,3,OT003,上海中心企业服务中心,outlet,上海市,上海市,上海市中心街 21 号,400-880003,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
53,4,OT004,上海东区营业部,outlet,上海市,上海市,上海市东区街 28 号,400-880004,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
54,4,OT005,上海东区社区网点,outlet,上海市,上海市,上海市东区街 35 号,400-880005,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
55,4,OT006,上海东区企业服务中心,outlet,上海市,上海市,上海市东区街 42 号,400-880006,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
56,5,OT007,上海西区营业部,outlet,上海市,上海市,上海市西区街 49 号,400-880007,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
57,5,OT008,上海西区社区网点,outlet,上海市,上海市,上海市西区街 56 号,400-880008,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
58,5,OT009,上海西区企业服务中心,outlet,上海市,上海市,上海市西区街 63 号,400-880009,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
59,6,OT010,上海北区营业部,outlet,上海市,上海市,上海市北区街 70 号,400-880010,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
60,6,OT011,上海北区社区网点,outlet,上海市,上海市,上海市北区街 77 号,400-880011,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
61,6,OT012,上海北区企业服务中心,outlet,上海市,上海市,上海市北区街 84 号,400-880012,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
62,7,OT013,上海南区营业部,outlet,上海市,上海市,上海市南区街 91 号,400-880013,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
63,7,OT014,上海南区社区网点,outlet,上海市,上海市,上海市南区街 98 号,400-880014,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
64,7,OT015,上海南区企业服务中心,outlet,上海市,上海市,上海市南区街 105 号,400-880015,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
65,9,OT016,北京中心营业部,outlet,北京市,北京市,北京市中心街 112 号,400-880016,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
66,9,OT017,北京中心社区网点,outlet,北京市,北京市,北京市中心街 119 号,400-880017,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
67,9,OT018,北京中心企业服务中心,outlet,北京市,北京市,北京市中心街 126 号,400-880018,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
68,10,OT019,北京东区营业部,outlet,北京市,北京市,北京市东区街 133 号,400-880019,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
69,10,OT020,北京东区社区网点,outlet,北京市,北京市,北京市东区街 140 号,400-880020,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
70,10,OT021,北京东区企业服务中心,outlet,北京市,北京市,北京市东区街 147 号,400-880021,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
71,11,OT022,北京西区营业部,outlet,北京市,北京市,北京市西区街 154 号,400-880022,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
72,11,OT023,北京西区社区网点,outlet,北京市,北京市,北京市西区街 161 号,400-880023,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
73,11,OT024,北京西区企业服务中心,outlet,北京市,北京市,北京市西区街 168 号,400-880024,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
74,12,OT025,北京北区营业部,outlet,北京市,北京市,北京市北区街 175 号,400-880025,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
75,12,OT026,北京北区社区网点,outlet,北京市,北京市,北京市北区街 182 号,400-880026,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
76,12,OT027,北京北区企业服务中心,outlet,北京市,北京市,北京市北区街 189 号,400-880027,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
77,13,OT028,北京南区营业部,outlet,北京市,北京市,北京市南区街 196 号,400-880028,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
78,13,OT029,北京南区社区网点,outlet,北京市,北京市,北京市南区街 203 号,400-880029,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
79,13,OT030,北京南区企业服务中心,outlet,北京市,北京市,北京市南区街 210 号,400-880030,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
80,15,OT031,深圳中心营业部,outlet,广东省,深圳市,深圳市中心街 217 号,400-880031,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
81,15,OT032,深圳中心社区网点,outlet,广东省,深圳市,深圳市中心街 224 号,400-880032,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
82,15,OT033,深圳中心企业服务中心,outlet,广东省,深圳市,深圳市中心街 231 号,400-880033,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
83,16,OT034,深圳东区营业部,outlet,广东省,深圳市,深圳市东区街 238 号,400-880034,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
84,16,OT035,深圳东区社区网点,outlet,广东省,深圳市,深圳市东区街 245 号,400-880035,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
85,16,OT036,深圳东区企业服务中心,outlet,广东省,深圳市,深圳市东区街 252 号,400-880036,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
86,17,OT037,深圳西区营业部,outlet,广东省,深圳市,深圳市西区街 259 号,400-880037,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
87,17,OT038,深圳西区社区网点,outlet,广东省,深圳市,深圳市西区街 266 号,400-880038,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
88,17,OT039,深圳西区企业服务中心,outlet,广东省,深圳市,深圳市西区街 273 号,400-880039,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
89,18,OT040,深圳北区营业部,outlet,广东省,深圳市,深圳市北区街 280 号,400-880040,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
90,18,OT041,深圳北区社区网点,outlet,广东省,深圳市,深圳市北区街 287 号,400-880041,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
91,18,OT042,深圳北区企业服务中心,outlet,广东省,深圳市,深圳市北区街 294 号,400-880042,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
92,19,OT043,深圳南区营业部,outlet,广东省,深圳市,深圳市南区街 301 号,400-880043,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
93,19,OT044,深圳南区社区网点,outlet,广东省,深圳市,深圳市南区街 308 号,400-880044,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
94,19,OT045,深圳南区企业服务中心,outlet,广东省,深圳市,深圳市南区街 315 号,400-880045,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
95,21,OT046,广州中心营业部,outlet,广东省,广州市,广州市中心街 322 号,400-880046,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
96,21,OT047,广州中心社区网点,outlet,广东省,广州市,广州市中心街 329 号,400-880047,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
97,21,OT048,广州中心企业服务中心,outlet,广东省,广州市,广州市中心街 336 号,400-880048,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
98,22,OT049,广州东区营业部,outlet,广东省,广州市,广州市东区街 343 号,400-880049,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
99,22,OT050,广州东区社区网点,outlet,广东省,广州市,广州市东区街 350 号,400-880050,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
100,22,OT051,广州东区企业服务中心,outlet,广东省,广州市,广州市东区街 357 号,400-880051,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
101,23,OT052,广州西区营业部,outlet,广东省,广州市,广州市西区街 364 号,400-880052,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
102,23,OT053,广州西区社区网点,outlet,广东省,广州市,广州市西区街 371 号,400-880053,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
103,23,OT054,广州西区企业服务中心,outlet,广东省,广州市,广州市西区街 378 号,400-880054,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
104,24,OT055,广州北区营业部,outlet,广东省,广州市,广州市北区街 385 号,400-880055,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
105,24,OT056,广州北区社区网点,outlet,广东省,广州市,广州市北区街 392 号,400-880056,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
106,24,OT057,广州北区企业服务中心,outlet,广东省,广州市,广州市北区街 399 号,400-880057,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
107,25,OT058,广州南区营业部,outlet,广东省,广州市,广州市南区街 406 号,400-880058,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
108,25,OT059,广州南区社区网点,outlet,广东省,广州市,广州市南区街 413 号,400-880059,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
109,25,OT060,广州南区企业服务中心,outlet,广东省,广州市,广州市南区街 420 号,400-880060,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
110,27,OT061,杭州中心营业部,outlet,浙江省,杭州市,杭州市中心街 427 号,400-880061,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
111,27,OT062,杭州中心社区网点,outlet,浙江省,杭州市,杭州市中心街 434 号,400-880062,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
112,27,OT063,杭州中心企业服务中心,outlet,浙江省,杭州市,杭州市中心街 441 号,400-880063,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
113,28,OT064,杭州东区营业部,outlet,浙江省,杭州市,杭州市东区街 448 号,400-880064,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
114,28,OT065,杭州东区社区网点,outlet,浙江省,杭州市,杭州市东区街 455 号,400-880065,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
115,28,OT066,杭州东区企业服务中心,outlet,浙江省,杭州市,杭州市东区街 462 号,400-880066,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
116,29,OT067,杭州西区营业部,outlet,浙江省,杭州市,杭州市西区街 469 号,400-880067,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
117,29,OT068,杭州西区社区网点,outlet,浙江省,杭州市,杭州市西区街 476 号,400-880068,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
118,29,OT069,杭州西区企业服务中心,outlet,浙江省,杭州市,杭州市西区街 483 号,400-880069,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
119,30,OT070,杭州北区营业部,outlet,浙江省,杭州市,杭州市北区街 490 号,400-880070,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
120,30,OT071,杭州北区社区网点,outlet,浙江省,杭州市,杭州市北区街 497 号,400-880071,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
121,30,OT072,杭州北区企业服务中心,outlet,浙江省,杭州市,杭州市北区街 504 号,400-880072,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
122,31,OT073,杭州南区营业部,outlet,浙江省,杭州市,杭州市南区街 511 号,400-880073,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
123,31,OT074,杭州南区社区网点,outlet,浙江省,杭州市,杭州市南区街 518 号,400-880074,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
124,31,OT075,杭州南区企业服务中心,outlet,浙江省,杭州市,杭州市南区街 525 号,400-880075,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
125,33,OT076,南京中心营业部,outlet,江苏省,南京市,南京市中心街 532 号,400-880076,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
126,33,OT077,南京中心社区网点,outlet,江苏省,南京市,南京市中心街 539 号,400-880077,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
127,33,OT078,南京中心企业服务中心,outlet,江苏省,南京市,南京市中心街 546 号,400-880078,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
128,34,OT079,南京东区营业部,outlet,江苏省,南京市,南京市东区街 553 号,400-880079,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
129,34,OT080,南京东区社区网点,outlet,江苏省,南京市,南京市东区街 560 号,400-880080,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
130,34,OT081,南京东区企业服务中心,outlet,江苏省,南京市,南京市东区街 567 号,400-880081,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
131,35,OT082,南京西区营业部,outlet,江苏省,南京市,南京市西区街 574 号,400-880082,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
132,35,OT083,南京西区社区网点,outlet,江苏省,南京市,南京市西区街 581 号,400-880083,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
133,35,OT084,南京西区企业服务中心,outlet,江苏省,南京市,南京市西区街 588 号,400-880084,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
134,36,OT085,南京北区营业部,outlet,江苏省,南京市,南京市北区街 595 号,400-880085,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
135,36,OT086,南京北区社区网点,outlet,江苏省,南京市,南京市北区街 602 号,400-880086,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
136,36,OT087,南京北区企业服务中心,outlet,江苏省,南京市,南京市北区街 609 号,400-880087,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
137,37,OT088,南京南区营业部,outlet,江苏省,南京市,南京市南区街 616 号,400-880088,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
138,37,OT089,南京南区社区网点,outlet,江苏省,南京市,南京市南区街 623 号,400-880089,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
139,37,OT090,南京南区企业服务中心,outlet,江苏省,南京市,南京市南区街 630 号,400-880090,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
140,39,OT091,成都中心营业部,outlet,四川省,成都市,成都市中心街 637 号,400-880091,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
141,39,OT092,成都中心社区网点,outlet,四川省,成都市,成都市中心街 644 号,400-880092,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
142,39,OT093,成都中心企业服务中心,outlet,四川省,成都市,成都市中心街 651 号,400-880093,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
143,40,OT094,成都东区营业部,outlet,四川省,成都市,成都市东区街 658 号,400-880094,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
144,40,OT095,成都东区社区网点,outlet,四川省,成都市,成都市东区街 665 号,400-880095,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
145,40,OT096,成都东区企业服务中心,outlet,四川省,成都市,成都市东区街 672 号,400-880096,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
146,41,OT097,成都西区营业部,outlet,四川省,成都市,成都市西区街 679 号,400-880097,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
147,41,OT098,成都西区社区网点,outlet,四川省,成都市,成都市西区街 686 号,400-880098,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
148,41,OT099,成都西区企业服务中心,outlet,四川省,成都市,成都市西区街 693 号,400-880099,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
149,42,OT100,成都北区营业部,outlet,四川省,成都市,成都市北区街 700 号,400-880100,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
150,42,OT101,成都北区社区网点,outlet,四川省,成都市,成都市北区街 707 号,400-880101,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
151,42,OT102,成都北区企业服务中心,outlet,四川省,成都市,成都市北区街 714 号,400-880102,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
152,43,OT103,成都南区营业部,outlet,四川省,成都市,成都市南区街 721 号,400-880103,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
153,43,OT104,成都南区社区网点,outlet,四川省,成都市,成都市南区街 728 号,400-880104,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
154,43,OT105,成都南区企业服务中心,outlet,四川省,成都市,成都市南区街 735 号,400-880105,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
155,45,OT106,武汉中心营业部,outlet,湖北省,武汉市,武汉市中心街 742 号,400-880106,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
