id,product_id,material_type,required_stage,required_flag,waivable_flag,yn,created_at,updated_at
116,21,guarantee_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
117,22,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
118,22,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
119,22,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
120,22,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
121,22,guarantee_document,approval,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
122,22,guarantee_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
123,23,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
124,23,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
125,23,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
126,23,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
127,23,guarantee_document,approval,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
128,23,guarantee_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
129,24,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
130,24,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
131,24,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
132,24,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
133,24,business_license,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
134,24,tax_record,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
135,24,guarantee_document,approval,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
136,24,guarantee_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
137,25,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
138,25,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
139,25,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
140,25,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
141,26,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
142,26,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
143,26,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
144,26,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
145,27,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
146,27,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
147,27,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
148,27,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
149,28,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
150,28,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
151,28,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
152,28,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
153,29,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
154,29,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
155,29,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
156,29,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
157,30,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
158,30,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
159,30,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
160,30,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
161,31,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
162,31,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
163,31,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
164,31,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
165,31,business_license,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
166,31,tax_record,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
167,31,guarantee_document,approval,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
168,31,guarantee_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
169,32,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
170,32,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
171,32,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
172,32,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
173,32,business_license,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
174,32,tax_record,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
175,32,guarantee_document,approval,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
176,32,guarantee_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
177,33,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
178,33,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
179,33,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
180,33,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
181,33,business_license,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
182,33,tax_record,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
183,33,collateral_document,approval,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
184,33,collateral_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
185,34,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
186,34,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
187,34,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
188,34,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
189,34,business_license,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
190,34,tax_record,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
191,34,collateral_document,approval,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
192,34,collateral_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
193,35,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
194,35,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
195,35,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
196,35,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
197,35,business_license,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
198,35,tax_record,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
199,35,guarantee_document,approval,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
200,35,guarantee_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
201,36,identity,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
202,36,income,application,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
203,36,credit_authorization,application,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
204,36,bank_statement,approval,1,1,1,2019-01-01 00:00:00,2026-01-01 00:00:00
205,36,guarantee_document,approval,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
206,36,guarantee_contract,contract,1,0,1,2019-01-01 00:00:00,2026-01-01 00:00:00
